"שם הצעת החוק","מדרג","מספר חוק",ניקוד", "קישור להצעת החוק", "הסבר הדירוג","הערות אחרות","הגיע להצבעה?","עבר?","יוזם ראשון","חתומים"
"הצעת חוק הגנת הצרכן (תיקון - מאגר צרכנים להגבלת שיחות שיווק מרחוק), התש"ף-2020",,פ/13/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085617,"",,0,0,מירב כהן
"הצעת חוק לתיקון פקודת התעבורה (פטור מאגרת רישיון לרכב חשמלי), התש"ף-2020",,פ/14/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085615,"",,0,0,יזהר שי
"הצעת חוק הגנת הצרכן (תיקון - חובת הקלטה של עסקה טלפונית), התש"ף-2020",dup_laws_bot,פ/15/23,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085601,"מי שרוצה להקליט שיקליט. אין להטיל את החובה על צד אחד. ראה חוק פ/1407/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2083156",,0,0,אורלי לוי אבקסיס
"הצעת חוק הדחת נציג ציבור התומך במאבק מזוין נגד מדינת ישראל (תיקוני חקיקה), התש"ף-2020",,פ/16/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085653,"",,0,0,שלמה קרעי,משה ארבל,דסטה גדי יברקן
"הצעת חוק חג המצות (איסורי חמץ) (תיקון - ביטול החוק), התש"ף-2019",bignafcomp@gmail.com,פ/17/23,2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085612,"ביטול חוק אנטי ליברלי ראה חוק פ/58/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081388",,0,0,תמר זנדברג
"הצעת חוק חינוך ממלכתי (תיקון - מימון מוסדות חינוך מוכרים לא רשמיים), התש"ף-2020",,פ/18/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085647,"",,0,0,משה אבוטבול,מיכאל מלכיאלי,משה ארבל,ינון אזולאי
"הצעת חוק ביטוח בריאות ממלכתי (תיקון - הרחבת הסדרי הבחירה), התש"ף-2020",bignafcomp@gmail.com,פ/19/23,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085654,"יז",,0,0,יזהר שי
"הצעת חוק החולה הנוטה למות (תיקון - מוות במרשם רופא), התש"ף-2020",,פ/20/23,2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085649,"ראה חוק פ/91/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081472",,1,0,עפר שלח,קארין אלהרר
"הצעת חוק משפחות חיילים שנספו במערכה (תגמולים ושיקום) (תיקון - גמול לאח הנספה), התש"ף-2020",,פ/21/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085625,"",,0,0,מיכל שיר סגמן,מיכאל מלכיאלי,איתן גינזבורג,איציק שמולי
"הצעת חוק דמי מחלה (היעדרות בשל מחלת ילד) (תיקון - מחלת תינוק), התש"ף-2020",,פ/22/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085607,"",,0,0,משה אבוטבול,מיכאל מלכיאלי,ינון אזולאי,משה ארבל
"הצעת חוק-יסוד: הכנסת (תיקון - מניין חברי הכנסת במליאה)",,פ/23/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085685,"",,0,0,שרן מרים השכל
"הצעת חוק דיני העבודה (תיקוני חקיקה), התש"ף-2020",,פ/24/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085640,"",,1,0,מתן כהנא,אורי מקלב
"הצעת חוק למניעת אלימות כלכלית בין בני זוג ובני משפחה, התש"ף-2020",,פ/25/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085680,"",,1,0,יואב סגלוביץ'
"הצעת חוק הבטחת הכנסה (תיקון מס' 55) (תשלום בדיעבד של גמלת הבטחת הכנסה למי שהגיע לגיל פרישה), התש"ף-2020",dup_laws_bot,פ/26/23,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085639,"איפשור להגשת בקשה רטרואקטיבית להבטחת הכנסה מביטוח לאומי לאזרח ותיק. יגדיל את הוצאות המדינה ראה חוק פ/66/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081504",,1,0,איתן גינזבורג
"הצעת חוק הביטוח לאומי (תיקון - ביטוח זכויות עצמאי שעיקר הכנסתו מעסק שמצוי בפשיטת רגל או בפירוק), התש"ף-2020",,פ/27/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085634,"",,0,0,יעקב אשר,משה גפני,אורי מקלב
"הצעת חוק-יסוד: הממשלה (תיקון - הגבלת כהונת ראש הממשלה לשתי תקופות כהונה רצופות)",,פ/28/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085588,"",,1,0,עודד פורר,יוליה מלינובסקי קונין,יבגני סובה,אלי אבידר,חמד עמאר,אלכס קושניר
"הצעת חוק לתיקון פקודת מס הכנסה (החזר בתשלום למעונות יום לאמהות), התש"ף-2020",bignafcomp@gmail.com,פ/29/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085757,"היה יכול הליות ניכוי הוגן ולירבלי של הוצאות עבדה לגיטימיות. אבל הוכנס עיוות שמגביל לפי רמת שכר.",,1,0,יבגני סובה,עודד פורר,אלי אבידר,יוליה מלינובסקי קונין,חמד עמאר,אלכס קושניר
"הצעת חוק הבחירות לכנסת (תיקון - הצבעת אזרחים מחוץ לישראל), התש"ף-2020",,פ/30/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085797,"",,0,0,צבי האוזר
"הצעת חוק העונשין (תיקון - פרסום מודעות שעולה מהן הפליה), התש"ף-2020",,פ/31/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085744,"",,0,0,יאיר גולן
"הצעת חוק ההוצאה לפועל (תיקון - ביטול הגבלת רישיון נהיגה), התש"ף-2020",,פ/32/23,2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085730,"ראה חוק פ/85/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081528",,1,0,שלמה קרעי,יעקב אשר,דסטה גדי יברקן,יעקב טסלר	______________________________________________
"הצעת חוק אימוץ ילדים (תיקון - אימוץ על ידי הורה יחיד), התש"ף-2020",ypz1094@gmail.com,פ/33/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085787,"",,0,0,ניצן הורוביץ
"הצעת חוק זכות יוצרים (תיקון - התרת ביצוע פומבי של יצירה מוסיקלית בעסק קטן), התש"ף-2020",,פ/34/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085699,"",,0,0,מיכל שיר סגמן,מיכאל מלכיאלי,איתן גינזבורג                                                ____________________________________________
"הצעת חוק לשכת עורכי הדין (תיקון - ייצוג בפני בוררות המתנהלת על פי דין דתי), התש"ף-2020",,פ/35/23,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085700,"ראה חוק פ/558/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081396",,0,0,מיכאל מלכיאלי
"הצעת חוק איסור ייבוא ומכירת כבד של בעלי חיים שעברו התעללות, התש"ף-2020",,פ/36/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085660,"",,0,0,מיקי חיימוביץ'
"הצעת חוק לתיקון דיני הרשויות המקומיות (ביטול סמכות שר הפנים לעניין חוקי עזר בדבר פתיחתם וסגירתם של עסקים בימי מנוחה), התש"ף-2020",dup_laws_bot,פ/37/23,2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085677,"חוק שמבטל את סמכותו של שר הפנים לסגור עסקים בשבת. ראה חוק פ/13/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081208",,1,0,יוליה מלינובסקי קונין,עודד פורר,אלי אבידר,יבגני סובה,חמד עמאר,אלכס קושניר
"הצעת חוק איסור הונאה בכשרות (תיקון - כשרות בלבד ובית אוכל הפתוח בשבת), התש"ף-2020",dup_laws_bot,פ/38/23,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085664,"אמנם גופים האחראים על כשרות צריכים להיות עסק לכל דבר, ולקוחות אמורים לבחור את העסק שהם הם רוצים את שרותיו, כל עוד זה הוא איננו המצב, רצוי שהכשרות לא תפעל לפי שיקולים שאינם עניינה, אלא רק בהקשר המזון. ראה חוק פ/191/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081591",,0,0,אלעזר שטרן
"הצעת חוק הכרה ברצח העם הארמני וציון יום זיכרון, התש"ף-2020",dup_laws_bot,פ/39/23,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085691,"מימון טקס נוסף מכספי משלם המיסים והתערבות בתכני הלימוד ראה חוק פ/160/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081308",,0,0,תמר זנדברג
"הצעת חוק הגנת הצרכן (תיקון - אחריות מנהל כללי ונושא משרה בשל הפרת הוראות החוק), התש"ף-2020",,פ/40/23,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085748,"",,0,0,מירב כהן,קטי קטרין שטרית
"הצעת חוק ביטוח בריאות ממלכתי (תיקון - צמצום פערים בין הפריפריה למרכז), התש"ף-2020",bignafcomp@gmail.com,פ/41/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085692,"להפריט",,0,0,יזהר שי
"הצעת חוק הסדרת העיסוק של מעצבי השיער, התש"ף-2020",bignafcomp@gmail.com,פ/42/23,-3,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085738,"עסקי הספּרות הם נתח גדול מהשוק בישראל, כיום פועלות מעל ל- 20,000 מספרות ברחבי הארץ וכ- 60% ממעצבי השיער במספרות כאמור עובדים ללא תעודת מקצוע' הצעת החוק רוצה ליצור גילדה בתחום משמעותי מאוד במשק. סכנה אקוטית לחופש העיסוק.",,0,0,מיכל שיר סגמן
"הצעת חוק שוויון זכויות לאנשים עם מוגבלות (תיקון - מסירת תעודות לבעלי מוגבלות), התש"ף-2020",bignafcomp@gmail.com,פ/43/23,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085686,"חקיקה חיובית כשהיא מטילה זאת על גופים ממשלתיים, אך מטילה את זה על 'גופים ציבוריים' בלי להגדיר. המשמעות המקובלת בחוק כוללת גם גופים מהמגזר הפרטי.",,0,0,מיכל שיר סגמן
"הצעת חוק התגמולים לנפגעי פעולות איבה (תיקון - פגיעה מנפל), התש"ף-2020",,פ/44/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085676,"",,0,0,משה אבוטבול,מיכאל מלכיאלי,ינון אזולאי,משה ארבל
"הצעת חוק הפקדות וזכויות סוציאליות לעצמאים (תיקוני חקיקה), התש"ף-2020",bignafcomp@gmail.com,פ/45/23,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085719,"דברי ההסבר טוענים שזה יאפשר חופש בחירה, אך בתיקוני החקיקה עצמם נראה שזה ייתן ביטוח עסקי ללא קשר לאירוע חיצוני בשביל 'אבטלה' לעצמאים. פחות מזיק מהצעות אחרות בתחום.",,1,0,עפר שלח,מיקי לוי,רם שפע
"הצעת חוק שוויון זכויות לאנשים עם מוגבלות (תיקון - הוראות לעניין מוסד על-תיכוני להשכלה תורנית או דתית), התש"ף-2020",bignafcomp@gmail.com,פ/46/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085661,"מדובר במוסדות פרטיים, אך מקבלים תקצוב מהמדינה. אנחנו נגד כפיית תוספות בנייה על המגזר הפרטי. אך כשהתקצוב מגיע מהדינה, אפשר לטעון בעד, בכל מקרה, ההחרגה המגזרית (למרות שהיא מעט עניינית) מהווה מספיק סיבה לא לתמוך.",,0,0,משה אבוטבול,מיכאל מלכיאלי,משה ארבל,ינון אזולאי
"הצעת חוק הביטוח הלאומי (תיקון - דמי אבטלה למי שנמצא בהכשרה מקצועית), התש"ף-2020",bignafcomp@gmail.com,פ/47/23,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085658,"מכביד את הנטל על משלמי המיסים. אם ההכרה המקצועית באמת אפקטיבית, ניתן לסמוך על מבקש העבודה שירצה לקבל אותה אפילו אם זה מקטין במעט את הכסף שמקבל עכשיו.",,0,0,איתן גינזבורג
"הצעת חוק פיצויים בעד נזק עקב אסון טבע, התש"ף-2020",bignafcomp@gmail.com,פ/48/23,-3,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085846&fbclid=IwAR2Imb_7m-pdw5mSnCB0oHge4vii8_57qEOXB2an4kud3rKpAiEpcMYOJSE,"בניגוד למה שדברי ההסבר טוענים, הצעת החוק תתמרץ אנשים לא לבטח את הרכוש שלהם ולהתנהג באופן מסוכן יותר (כמו לגור באופן מועד לפורענות)",,0,0,קרן ברק
"הצעת חוק העונשין (תיקון - ביטול העבירה על העלבת עובד ציבור), התש"ף-2020",bignafcomp@gmail.com,פ/49/23,3,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085819,"החוק הנוכחי מהווה פגיעה חמורה בחופש הביטוי שמהווה פתח לחסימת ביקורת לגיטימית. יש לבטלו.",,0,0,תמר זנדברג
"הצעת חוק לעידוד מחקר, פיתוח וחדשנות טכנולוגית בתעשייה (תיקון - תקציב הרשות הלאומית לחדשנות טכנולוגית), התש"ף-2020",bignafcomp@gmail.com,פ/50/23,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085761,"תקציב הרשות לחדשנות 'לא יפחת מ-0.8% מתקציב ההוצאה שנקבע בתקציב המדינה'. חדשנות לא מגיעה מרשויות חדשנות, להיפך. תשאירו את ה0.8 אחוז הזה בכיסי היזמים",,0,0,יזהר שי
"הצעת חוק-יסוד: הכנסת (תיקון - השתתפות בדיון ובהצבעה מרחוק במצב חירום) (הוראת שעה)",,פ/51/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2086877,"",,0,0,יזהר שי
"הצעת חוק לתיקון פקודת מסי העירייה ומסי הממשלה (פטורין) (פטור מארנונה לבתי חיילים), התש"ף-2020",bignafcomp@gmail.com,פ/52/23,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085636,"אין לכפות הנחות ארנונה על הרשויות המקומיות.",,0,0,פנינה תמנו
"הצעת חוק חוזה הביטוח (תיקון - בחינת סבירות פעולות מבטח, העברת נטל ועיצום כספי), התש"ף-2020",,פ/53/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085645,"",,0,0,שרן מרים השכל
"הצעת חוק הגנת הפרטיות (תיקון - הזכות להישכח), התש"ף-2020",bignafcomp@gmail.com,פ/54/23,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085638,"זו לא הזכות להישכח אלא החובה להשכיח. פגיעה בחופש הביטוי והטלת עלויות על חברות שיש סבירות גבוהה שיחליטו לא לספק שירות בשוק קטן ובעייתי.",,0,0,עפר שלח,יזהר שי
"הצעת חוק התרת נישואין אזרחיים (תיקוני חקיקה), התש"ף-2020",bignafcomp@gmail.com,פ/55/23,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085623,"חוסך את הכפייה על נשואים אזרחית להופיע בפני בית דין דתי להתרת נישואיהם.",,0,0,איציק שמולי
"הצעת חוק המים (תיקון - הנחות לאוכלוסיות זכאיות), התש"ף-2020",bignafcomp@gmail.com,פ/56/23,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085603,"אין להטיל עלות מוצרים ספציפיים של צרכן אחד על כלל מלמי המיסים. ככל שצריך לעזור לעניים, תנו להם כסף. הטלת העלות על משלמי המיסים תפגע בחסכנות והיעילות שמערכת המחירים יוצרת.",,0,0,חוה אתי עטייה
"הצעת חוק התכנון והבנייה (הוראות מיוחדות לעניין יישובי מיעוטים) (הוראת שעה), התש"ף-2020",bignafcomp@gmail.com,פ/57/23,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085602,"לכאורה הצעת חוק מגזרית, וזה אכן פוגע בדירוג שלה. אך משהה אכיפה שפוגעת בזכות הקניין עד להכנת תכניות מתאר שייקלו יותר על שימוש של אנשים ברכושם. אז חיובי.",,0,0,ע'דיר כמאל מריח
"הצעת חוק הסדרת שוק הכשרות בישראל, התש"ף-2020",bignafcomp@gmail.com,פ/58/23,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085600,"המצב כיום בשוק הכשרות הוא שמותר לכל ארגון שרוצה לתת כשרות לעשות זאת, אך בתנאי שיש גם השגחה של הרבנות הראשית. זה יוצר מונופול חמור. הצעת החוק מנסה לתקן את המונופול באופן שיוצר פדיעה חמורה יותר בחירות: הקמת רשות שתתן רשיונול ארגונים שייתנו אישורי כשרות ומי שאין לו רישיון לא יוכל לעשות זאת. זה בעצם מעביר את המונופול מהרבנות לרשות אישורי הכשרות. שלל ההגבלות הנוספות בחוק הן התערבות לא נחוצה.",,0,0,עודד פורר,יוליה מלינובסקי קונין,יבגני סובה,אלי אבידר,חמד עמאר,אלכס קושניר
"הצעת חוק חסינות חברי הכנסת, זכויותיהם וחובותיהם (תיקון - ועדה ציבורית לבחינת הצהרות ההון של חברי הכנסת), התש"ף-2020",,פ/59/23,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2086124,"",,0,0,אלעזר שטרן
"הצעת חוק ליישוב תחת איום מידי (הוראת שעה), התש"ף-2020",bignafcomp@gmail.com,פ/60/23,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2086118,"אין סיבה לתת מתנה מיוחדת לבעלי הכנסה גבוהה בערים שסובלות מירי טילים.",,1,0,אלכס קושניר,עודד פורר,חמד עמאר,יבגני סובה,יוליה מלינובסקי קונין,אלי אבידר
"הצעת חוק ההתייעלות הכלכלית (תיקוני חקיקה להשגת יעדי התקציב לשנות התקציב 2017 ו-2018) (תיקון - מעמד ערי עולים), התש"ף-2020",kirill2785@gmail.com,פ/61/23,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2086106,"אני לא רואה סיבה בכלל שמדינה תקבל פטור על ארנונה בגין שימוש שטח של רשות או עיר, בלי קשר להאם זה בעיר שיש בה הרבה עולים או לא. בלי קשר האם עיר נמצאת המצב כלכלי טוב או רע (גם אם היא לא עיר שיש בה הרבה עולים).
הצעת החוק רוצה להחזיר את תשלום הארנונה על ידי המדינה ב'ערי עולים', ומסיבה מוצדקת, ש'הקרן לצמצום פערים' (שהיתה אמורה לעזור כלכלית לערים חלשות, במקום הארנונה מ'ערי עולים') 'יוצרת חוסר ודאות כלכלית בחלק מהרשויות החלשות, מעמיקה עוד יותר את התלות שלהן בתקציבי הממשלה, ומונעת מהן יציבות ועצמאות.'
אם כבר, הייתי מכריז שאין יותר פטור מארנונה לכל עיר או רשות, מבלי לקרוא להן עיר עולים. הצעת החוק אמנם לא שוויונית במובן הזה, אבל זה עדיף מתקצוב רווחה במסגרת 'הקרן לצמצום פערים'.",,0,0,מיכאל מרדכי ביטון
